Commodity,CommodityPrice,ItemPrice,Client,MonthDate,ASItemNo,Description,ContractType,ExpirationDate,Spend,L2 Category,L3 Category
KC Wheat (HRW),481.875,25.10637,The Counter,01/09/15,2924404,"BREAD BUN BRIOCHE HMSTYL 4"" BK",Client Contr,01/12/16,285537.42,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),492.35,25.107041,The Counter,01/10/15,2924404,"BREAD BUN BRIOCHE HMSTYL 4"" BK",Client Contr,01/12/16,285537.42,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),472.1875,25.107565,The Counter,01/11/15,2924404,"BREAD BUN BRIOCHE HMSTYL 4"" BK",Client Contr,01/12/16,285537.42,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),471.85,25.107432,The Counter,01/12/15,2924404,"BREAD BUN BRIOCHE HMSTYL 4"" BK",Client Contr,01/12/16,285537.42,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),465.8125,24.760304,The Counter,01/01/16,2924404,BREAD BUN BRIOCHE HMSTYL 4 BK,Client Contr,01/12/16,249992.04,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),454.1875,24.758628,The Counter,01/02/16,2924404,BREAD BUN BRIOCHE HMSTYL 4 BK,Client Contr,01/12/16,249992.04,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),471.3,24.757638,The Counter,01/03/16,2924404,BREAD BUN BRIOCHE HMSTYL 4 BK,Client Contr,01/12/16,249992.04,Grains Doughs & Batters,Sandwich Buns
KC Wheat (HRW),461.5625,24.757907,The Counter,01/04/16,2924404,BREAD BUN BRIOCHE HMSTYL 4 BK,Client Contr,01/12/16,249992.04,Grains Doughs & Batters,Sandwich Buns
Beef 81s (Str/Hfr Source),3.0783,103.518608,The Counter,01/01/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.8775,105.926415,The Counter,01/02/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.8131,108.563193,The Counter,01/03/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.7716,108.335201,The Counter,01/04/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.6758,108.56483,The Counter,01/05/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.7823,98.468165,The Counter,01/06/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.7229,100.285476,The Counter,01/07/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.615,99.595336,The Counter,01/08/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.5614,96.549582,The Counter,01/09/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.3353,102.597855,The Counter,01/10/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.1363,96.205876,The Counter,01/11/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),1.968,98.370767,The Counter,01/12/15,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/01/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.6106,95.784579,The Counter,01/01/16,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/05/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.2762,82.724111,The Counter,01/02/16,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/05/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.066,86.765889,The Counter,01/03/16,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/05/16,3137037.02,Protein,Beef
Beef 81s (Str/Hfr Source),2.0882,94.535275,The Counter,01/04/16,4170714,BEEF CHUCK ANGUS PUCK NAT 7 OZ,Contract,01/05/16,3137037.02,Protein,Beef
PPI Spices,222.3,66.747477,HuHot Mongolian Grill,01/01/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,223.4,68.052531,HuHot Mongolian Grill,01/02/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,221.8,67.031878,HuHot Mongolian Grill,01/03/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,222.1,67.080495,HuHot Mongolian Grill,01/04/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,222.5,68.619617,HuHot Mongolian Grill,01/05/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,221.4,67.345098,HuHot Mongolian Grill,01/06/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,220.3,67.25806,HuHot Mongolian Grill,01/07/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,222.4,67.262159,HuHot Mongolian Grill,01/08/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,222.6,66.898016,HuHot Mongolian Grill,01/09/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,223.8,67.779552,HuHot Mongolian Grill,01/10/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,224.4,67.897365,HuHot Mongolian Grill,01/11/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,226.7,68.78541,HuHot Mongolian Grill,01/12/14,3032154,Samuri Teriyaki,Contract,01/04/15,440083.68,Gravies Sauces & Soups,Sauces
PPI Spices,227.7,66.916559,HuHot Mongolian Grill,01/01/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,228.6,67.017822,HuHot Mongolian Grill,01/02/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,229.7,67.205567,HuHot Mongolian Grill,01/03/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,229.5,67.072149,HuHot Mongolian Grill,01/04/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,231.6,67.248892,HuHot Mongolian Grill,01/05/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,228.2,66.977393,HuHot Mongolian Grill,01/06/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,232,65.059917,HuHot Mongolian Grill,01/07/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.8,65.040945,HuHot Mongolian Grill,01/08/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.7,65.092539,HuHot Mongolian Grill,01/09/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.1,67.284596,HuHot Mongolian Grill,01/10/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.1,65.172868,HuHot Mongolian Grill,01/11/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,229.9,65.12599,HuHot Mongolian Grill,01/12/15,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,229.8123,66.382895,HuHot Mongolian Grill,01/01/16,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.5131,66.442576,HuHot Mongolian Grill,01/02/16,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.6159,66.464149,HuHot Mongolian Grill,01/03/16,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Spices,230.8875,66.574059,HuHot Mongolian Grill,01/04/16,3032154,Samuri Teriyaki,Contract,01/06/16,445524.38,Gravies Sauces & Soups,Sauces
PPI Food,199.3139,87.438518,HuHot Mongolian Grill,01/01/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,199.6611,88.435859,HuHot Mongolian Grill,01/02/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,200.0917,86.645267,HuHot Mongolian Grill,01/03/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,200.6417,86.744062,HuHot Mongolian Grill,01/04/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,201.2306,87.675945,HuHot Mongolian Grill,01/05/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,201.8222,87.185094,HuHot Mongolian Grill,01/06/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,202.4222,87.08367,HuHot Mongolian Grill,01/07/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,202.9583,87.085629,HuHot Mongolian Grill,01/08/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,203.45,86.88422,HuHot Mongolian Grill,01/09/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,204.0167,87.62669,HuHot Mongolian Grill,01/10/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,204.5111,87.530317,HuHot Mongolian Grill,01/11/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,205.0167,87.414344,HuHot Mongolian Grill,01/12/14,3032160,Burn Your Village BBQ,Contract,01/04/15,144263.3,Gravies Sauces & Soups,Sauces
PPI Food,205.4639,86.115454,HuHot Mongolian Grill,01/01/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,205.8361,87.05421,HuHot Mongolian Grill,01/02/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,206.1583,87.193241,HuHot Mongolian Grill,01/03/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,206.45,86.954513,HuHot Mongolian Grill,01/04/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,206.825,86.655616,HuHot Mongolian Grill,01/05/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,207.2139,87.095522,HuHot Mongolian Grill,01/06/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,207.5389,85.56068,HuHot Mongolian Grill,01/07/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,207.85,85.746433,HuHot Mongolian Grill,01/08/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.125,84.864427,HuHot Mongolian Grill,01/09/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.3167,86.877625,HuHot Mongolian Grill,01/10/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.4861,84.94832,HuHot Mongolian Grill,01/11/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.5889,84.732631,HuHot Mongolian Grill,01/12/15,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.6932,86.175753,HuHot Mongolian Grill,01/01/16,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.8381,86.204503,HuHot Mongolian Grill,01/02/16,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,208.9518,86.281776,HuHot Mongolian Grill,01/03/16,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,209.1179,86.510347,HuHot Mongolian Grill,01/04/16,3032160,Burn Your Village BBQ,Contract,01/06/16,145688.52,Gravies Sauces & Soups,Sauces
PPI Food,205.4639,39.021691,Schlotzsky's,01/01/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,205.8361,41.824945,Schlotzsky's,01/02/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.1583,41.516781,Schlotzsky's,01/03/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.45,41.378455,Schlotzsky's,01/04/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,206.825,41.367666,Schlotzsky's,01/05/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.2139,41.522089,Schlotzsky's,01/06/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.5389,43.058365,Schlotzsky's,01/07/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,207.85,43.259323,Schlotzsky's,01/08/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.125,43.255028,Schlotzsky's,01/09/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.3167,43.256087,Schlotzsky's,01/10/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.4861,41.069527,Schlotzsky's,01/11/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.5889,41.070606,Schlotzsky's,01/12/15,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/03/16,1274940.8,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.6932,41.060518,Schlotzsky's,01/01/16,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,1274939.2,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.8381,41.06594,Schlotzsky's,01/02/16,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,1274939.2,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,208.9518,41.050132,Schlotzsky's,01/03/16,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,1274939.2,Gravies Sauces & Soups,Soups/Gumbos/Chili
PPI Food,209.1179,40.072223,Schlotzsky's,01/04/16,3857506,"SOUP, BROCCOLI CHEESE",Contract,01/06/16,1274939.2,Gravies Sauces & Soups,Soups/Gumbos/Chili
KC Wheat (HRW),601.55,24.794037,Schlotzsky's,01/01/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),548.1875,25.161072,Schlotzsky's,01/02/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),546.4375,25.112198,Schlotzsky's,01/03/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),536.1,24.559313,Schlotzsky's,01/04/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),521.625,24.534257,Schlotzsky's,01/05/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),519.875,24.526721,Schlotzsky's,01/06/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),551.2,24.574739,Schlotzsky's,01/07/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),487.875,24.627295,Schlotzsky's,01/08/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),481.875,24.531712,Schlotzsky's,01/09/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),492.35,24.410905,Schlotzsky's,01/10/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),472.1875,24.4154,Schlotzsky's,01/11/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),471.85,24.397315,Schlotzsky's,01/12/15,130387,"BUN MIX, SOURDOUGH",Contract,01/03/16,2918952.31,Grains Doughs & Batters,Doughs
KC Wheat (HRW),465.8125,23.612575,Schlotzsky's,01/01/16,130387,"BUN MIX, SOURDOUGH",Contract,01/07/16,2918659.5,Grains Doughs & Batters,Doughs
KC Wheat (HRW),454.1875,23.605566,Schlotzsky's,01/02/16,130387,"BUN MIX, SOURDOUGH",Contract,01/07/16,2918659.5,Grains Doughs & Batters,Doughs
KC Wheat (HRW),471.3,23.614039,Schlotzsky's,01/03/16,130387,"BUN MIX, SOURDOUGH",Contract,01/07/16,2918659.5,Grains Doughs & Batters,Doughs
KC Wheat (HRW),461.5625,23.599217,Schlotzsky's,01/04/16,130387,"BUN MIX, SOURDOUGH",Contract,01/07/16,2918659.5,Grains Doughs & Batters,Doughs
