Commodity,CommodityPrice,ItemPrice,Client,MonthDate,ASItemNo,Description,ContractType,ExpirationDate,Spend,L2 Category,L3 Category
Corn,371.9375,71.992501,Dream Dinners,01/11/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
Corn,400.0625,72.052178,Dream Dinners,01/12/14,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/15,1584749.45,Protein,Chicken - Fresh
BLSL,141.88,71.260505,Dream Dinners,01/01/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,141.8,70.177794,Dream Dinners,01/02/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,146.2,69.507374,Dream Dinners,01/03/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,160.04,67.455983,Dream Dinners,01/04/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,164.075,60.509593,Dream Dinners,01/05/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,145.2,60.448217,Dream Dinners,01/06/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,135.64,62.786797,Dream Dinners,01/07/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,147.5,62.85576,Dream Dinners,01/08/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,130.075,62.875947,Dream Dinners,01/09/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,111.24,63.402899,Dream Dinners,01/10/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,109.6,63.402534,Dream Dinners,01/11/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,109,63.386978,Dream Dinners,01/12/15,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/04/16,1605463.52,Protein,Chicken - Fresh
BLSL,115,61.218634,Dream Dinners,01/01/16,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/12/16,1605463.52,Protein,Chicken - Fresh
BLSL,113.2,61.224555,Dream Dinners,01/02/16,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/12/16,1605463.52,Protein,Chicken - Fresh
BLSL,117.64,61.212227,Dream Dinners,01/03/16,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/12/16,1605463.52,Protein,Chicken - Fresh
BLSL,122.8,61.196262,Dream Dinners,01/04/16,2923079,CHICKEN BRST BNL/SKL FIL RAW,Contract,01/12/16,1605463.52,Protein,Chicken - Fresh
Beef Loin Primal,2.588,42.047473,HuHot Mongolian Grill,01/01/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,2.6044,41.98209,HuHot Mongolian Grill,01/02/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.1361,41.986033,HuHot Mongolian Grill,01/03/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.1265,41.892911,HuHot Mongolian Grill,01/04/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.1345,41.89379,HuHot Mongolian Grill,01/05/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.1821,41.923683,HuHot Mongolian Grill,01/06/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.239,41.954495,HuHot Mongolian Grill,01/07/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.1371,41.968737,HuHot Mongolian Grill,01/08/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,3.052,41.935382,HuHot Mongolian Grill,01/09/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,2.953,41.932783,HuHot Mongolian Grill,01/10/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,2.9994,41.938322,HuHot Mongolian Grill,01/11/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Loin Primal,2.8979,41.941161,HuHot Mongolian Grill,01/12/14,3248600,Sliced Beef Lifter Meat,Contract,01/02/15,2936175.86,Protein,Beef
Beef Rib Primal,3.3541,53.627619,HuHot Mongolian Grill,01/01/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.3217,57.833411,HuHot Mongolian Grill,01/02/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.6166,56.088442,HuHot Mongolian Grill,01/03/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.8553,55.133622,HuHot Mongolian Grill,01/04/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.8145,54.906423,HuHot Mongolian Grill,01/05/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.5781,54.770647,HuHot Mongolian Grill,01/06/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.3236,54.763293,HuHot Mongolian Grill,01/07/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.4018,54.768906,HuHot Mongolian Grill,01/08/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.2635,54.761537,HuHot Mongolian Grill,01/09/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.1609,54.753404,HuHot Mongolian Grill,01/10/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.6127,52.323713,HuHot Mongolian Grill,01/11/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.549,51.418856,HuHot Mongolian Grill,01/12/15,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.2335,51.388233,HuHot Mongolian Grill,01/01/16,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.3364,51.424775,HuHot Mongolian Grill,01/02/16,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.6053,51.420665,HuHot Mongolian Grill,01/03/16,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Beef Rib Primal,3.329,51.401406,HuHot Mongolian Grill,01/04/16,3248600,Sliced Beef Lifter Meat,Contract,01/12/16,3358853.14,Protein,Beef
Pork Cutout,0.8311,24.430778,HuHot Mongolian Grill,01/01/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,0.9122,24.368615,HuHot Mongolian Grill,01/02/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.1621,24.363675,HuHot Mongolian Grill,01/03/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.2133,24.305322,HuHot Mongolian Grill,01/04/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.099,24.186656,HuHot Mongolian Grill,01/05/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.1898,24.175485,HuHot Mongolian Grill,01/06/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.2922,24.166903,HuHot Mongolian Grill,01/07/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.0912,24.402136,HuHot Mongolian Grill,01/08/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.0414,25.067011,HuHot Mongolian Grill,01/09/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,1.084,24.123594,HuHot Mongolian Grill,01/10/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,0.9131,23.951636,HuHot Mongolian Grill,01/11/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,0.8723,23.986763,HuHot Mongolian Grill,01/12/14,3757295,Sliced Pork - 10% marinated,Contract,01/02/15,688614.73,Protein,Pork
Pork Cutout,0.8091,28.115665,HuHot Mongolian Grill,01/01/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7074,28.020564,HuHot Mongolian Grill,01/02/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.686,26.444611,HuHot Mongolian Grill,01/03/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.6732,26.046909,HuHot Mongolian Grill,01/04/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8122,25.832663,HuHot Mongolian Grill,01/05/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8394,25.692247,HuHot Mongolian Grill,01/06/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8218,25.691011,HuHot Mongolian Grill,01/07/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8794,25.691425,HuHot Mongolian Grill,01/08/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8452,25.683191,HuHot Mongolian Grill,01/09/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.8599,25.67458,HuHot Mongolian Grill,01/10/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7396,25.493571,HuHot Mongolian Grill,01/11/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.711,25.419059,HuHot Mongolian Grill,01/12/15,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7241,25.421686,HuHot Mongolian Grill,01/01/16,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7556,25.422854,HuHot Mongolian Grill,01/02/16,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7493,25.421978,HuHot Mongolian Grill,01/03/16,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
Pork Cutout,0.7779,25.402123,HuHot Mongolian Grill,01/04/16,3757295,Sliced Pork - 10% marinated,Contract,01/12/16,822116.09,Protein,Pork
PPI Shrimp,160.9,95.44,HuHot Mongolian Grill,01/01/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,164,95.44,HuHot Mongolian Grill,01/02/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,164,95.44,HuHot Mongolian Grill,01/03/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,167.7,95.44,HuHot Mongolian Grill,01/04/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,168.6,95.44,HuHot Mongolian Grill,01/05/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,169.6,95.44,HuHot Mongolian Grill,01/06/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,178,95.44,HuHot Mongolian Grill,01/07/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,178.8,95.44,HuHot Mongolian Grill,01/08/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,172.3,95.44,HuHot Mongolian Grill,01/09/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,164.3,95.44,HuHot Mongolian Grill,01/10/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,135.6,95.44,HuHot Mongolian Grill,01/11/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,135,98.529987,HuHot Mongolian Grill,01/12/14,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/15,435397.14,Protein,Fish & Seafood
PPI Shrimp,136,117.9817,HuHot Mongolian Grill,01/01/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,136.3,95.027826,HuHot Mongolian Grill,01/02/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,136.8,98.023385,HuHot Mongolian Grill,01/03/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,135.1,96.801054,HuHot Mongolian Grill,01/04/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,133.9,96.946268,HuHot Mongolian Grill,01/05/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,131.2,97.480576,HuHot Mongolian Grill,01/06/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,110.9,94.221212,HuHot Mongolian Grill,01/07/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,89.3,90.237814,HuHot Mongolian Grill,01/08/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,76.8,89.886506,HuHot Mongolian Grill,01/09/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,86.1,89.827372,HuHot Mongolian Grill,01/10/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,83.5,89.838184,HuHot Mongolian Grill,01/11/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,94.4,89.835912,HuHot Mongolian Grill,01/12/15,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,91.6923,89.841973,HuHot Mongolian Grill,01/01/16,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,90.5044,89.841367,HuHot Mongolian Grill,01/02/16,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,90.2763,89.840324,HuHot Mongolian Grill,01/03/16,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
PPI Shrimp,91.1273,88.751881,HuHot Mongolian Grill,01/04/16,3617916,"Shrimp, raw 71/90 P&D Tail Off White Seamazz",Contract,01/06/16,496197.31,Protein,Fish & Seafood
MPLS Wheat (HRS),617.9,33.79423,HuHot Mongolian Grill,01/01/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),656.6875,33.79423,HuHot Mongolian Grill,01/02/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),735.625,33.79423,HuHot Mongolian Grill,01/03/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),716.6875,33.79423,HuHot Mongolian Grill,01/04/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),757.25,33.79423,HuHot Mongolian Grill,01/05/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),686.125,10.65,HuHot Mongolian Grill,01/06/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),630.25,32.98,HuHot Mongolian Grill,01/07/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),621.125,34.9,HuHot Mongolian Grill,01/08/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),577.5,42.862886,HuHot Mongolian Grill,01/09/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),564.9,34.07877,HuHot Mongolian Grill,01/10/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),583.375,34.000468,HuHot Mongolian Grill,01/11/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),631.0625,33.79423,HuHot Mongolian Grill,01/12/14,4304445,Steamed Noodles,Contract,01/06/15,57047.09,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),589.75,33.419473,HuHot Mongolian Grill,01/01/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),571.9375,32.558223,HuHot Mongolian Grill,01/02/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),572.875,33.948596,HuHot Mongolian Grill,01/03/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),559.5,34.137941,HuHot Mongolian Grill,01/04/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),548,34.265152,HuHot Mongolian Grill,01/05/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),556.75,33.192888,HuHot Mongolian Grill,01/06/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),585.7,33.322496,HuHot Mongolian Grill,01/07/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),517.25,33.460541,HuHot Mongolian Grill,01/08/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),503.9375,33.411521,HuHot Mongolian Grill,01/09/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),522.944,33.378282,HuHot Mongolian Grill,01/10/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),509.3125,32.956356,HuHot Mongolian Grill,01/11/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),506.85,33.276059,HuHot Mongolian Grill,01/12/15,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),493.5,31.4989,HuHot Mongolian Grill,01/01/16,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),491.375,31.478823,HuHot Mongolian Grill,01/02/16,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),508.55,30.607439,HuHot Mongolian Grill,01/03/16,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),523.75,31.368888,HuHot Mongolian Grill,01/04/16,4304445,Steamed Noodles,Contract,01/12/16,256099.62,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),617.9,13.5671,HuHot Mongolian Grill,01/01/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),656.6875,13.482098,HuHot Mongolian Grill,01/02/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),735.625,13.414549,HuHot Mongolian Grill,01/03/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),716.6875,13.263788,HuHot Mongolian Grill,01/04/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),757.25,13.395643,HuHot Mongolian Grill,01/05/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),686.125,13.23537,HuHot Mongolian Grill,01/06/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),630.25,13.292704,HuHot Mongolian Grill,01/07/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),621.125,13.224785,HuHot Mongolian Grill,01/08/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),577.5,14.677936,HuHot Mongolian Grill,01/09/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),564.9,15.096903,HuHot Mongolian Grill,01/10/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),583.375,14.632748,HuHot Mongolian Grill,01/11/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),631.0625,13.184116,HuHot Mongolian Grill,01/12/14,3819440,Crispy Noodles Wing Hing,Contract,01/06/15,114357.71,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),589.75,14.821806,HuHot Mongolian Grill,01/01/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),571.9375,13.547366,HuHot Mongolian Grill,01/02/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),572.875,14.155531,HuHot Mongolian Grill,01/03/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),559.5,14.110497,HuHot Mongolian Grill,01/04/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),548,13.751046,HuHot Mongolian Grill,01/05/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),556.75,13.825702,HuHot Mongolian Grill,01/06/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),585.7,13.775402,HuHot Mongolian Grill,01/07/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),517.25,13.805873,HuHot Mongolian Grill,01/08/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),503.9375,14.37625,HuHot Mongolian Grill,01/09/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),522.944,13.591726,HuHot Mongolian Grill,01/10/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),509.3125,13.957922,HuHot Mongolian Grill,01/11/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),506.85,13.955714,HuHot Mongolian Grill,01/12/15,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),493.5,13.71463,HuHot Mongolian Grill,01/01/16,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),491.375,13.860381,HuHot Mongolian Grill,01/02/16,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),508.55,13.86561,HuHot Mongolian Grill,01/03/16,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
MPLS Wheat (HRS),523.75,13.868117,HuHot Mongolian Grill,01/04/16,3819440,Crispy Noodles Wing Hing,Contract,01/12/16,127992.14,Grains Doughs & Batters,Pasta
Pork Bellies,110.94,82.36311,McAlister's Deli,01/01/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
Pork Bellies,128.75,82.20828,McAlister's Deli,01/02/14,3413591,Thick Cut Applewood Smoked PC Bacon,Pre SD,01/03/15,5023116.37,Protein,Pork
